symbol,cpu_kseg0_start,cpu_kseg0_end,ps1_ram_start,ps1_ram_end,ra_start,ra_end,slus_file_start,slus_file_end,wa_user_start,wa_user_end,disc_lba_start,disc_lba_end,size_bytes,element_width,element_count,stride_bytes,role,producer_routine,consumer_routines,evidence_ids,confidence,notes
opponent_14_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EAE800,0x00EAFFFF,17619,17621,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_14_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EAE800,0x00EAEDA3,17619,17619,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_14_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EAEDA4,0x00EAEDB3,17619,17619,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_14_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EAEDB4,0x00EAF357,17619,17620,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_14_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EAF358,0x00EAF367,17620,17620,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_14_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EAF368,0x00EAF90B,17620,17621,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_14_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EAF90C,0x00EAF91B,17621,17621,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_14_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EAF91C,0x00EAFEBF,17621,17621,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_14_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EAFEC0,0x00EAFECF,17621,17621,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_14_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EAFED0,0x00EAFF97,17621,17621,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_14_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EAFF98,0x00EAFFFF,17621,17621,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_15_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EB0000,0x00EB17FF,17622,17624,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_15_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EB0000,0x00EB05A3,17622,17622,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_15_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EB05A4,0x00EB05B3,17622,17622,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_15_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EB05B4,0x00EB0B57,17622,17623,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_15_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EB0B58,0x00EB0B67,17623,17623,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_15_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EB0B68,0x00EB110B,17623,17624,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_15_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EB110C,0x00EB111B,17624,17624,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_15_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EB111C,0x00EB16BF,17624,17624,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_15_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EB16C0,0x00EB16CF,17624,17624,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_15_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EB16D0,0x00EB1797,17624,17624,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_15_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EB1798,0x00EB17FF,17624,17624,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_16_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EB1800,0x00EB2FFF,17625,17627,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_16_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EB1800,0x00EB1DA3,17625,17625,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_16_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EB1DA4,0x00EB1DB3,17625,17625,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_16_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EB1DB4,0x00EB2357,17625,17626,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_16_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EB2358,0x00EB2367,17626,17626,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_16_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EB2368,0x00EB290B,17626,17627,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_16_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EB290C,0x00EB291B,17627,17627,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_16_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EB291C,0x00EB2EBF,17627,17627,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_16_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EB2EC0,0x00EB2ECF,17627,17627,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_16_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EB2ED0,0x00EB2F97,17627,17627,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_16_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EB2F98,0x00EB2FFF,17627,17627,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_17_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EB3000,0x00EB47FF,17628,17630,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_17_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EB3000,0x00EB35A3,17628,17628,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_17_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EB35A4,0x00EB35B3,17628,17628,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_17_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EB35B4,0x00EB3B57,17628,17629,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_17_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EB3B58,0x00EB3B67,17629,17629,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_17_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EB3B68,0x00EB410B,17629,17630,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_17_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EB410C,0x00EB411B,17630,17630,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_17_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EB411C,0x00EB46BF,17630,17630,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_17_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EB46C0,0x00EB46CF,17630,17630,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_17_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EB46D0,0x00EB4797,17630,17630,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_17_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EB4798,0x00EB47FF,17630,17630,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_18_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EB4800,0x00EB5FFF,17631,17633,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_18_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EB4800,0x00EB4DA3,17631,17631,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_18_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EB4DA4,0x00EB4DB3,17631,17631,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_18_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EB4DB4,0x00EB5357,17631,17632,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_18_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EB5358,0x00EB5367,17632,17632,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_18_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EB5368,0x00EB590B,17632,17633,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_18_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EB590C,0x00EB591B,17633,17633,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_18_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EB591C,0x00EB5EBF,17633,17633,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_18_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EB5EC0,0x00EB5ECF,17633,17633,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_18_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EB5ED0,0x00EB5F97,17633,17633,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_18_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EB5F98,0x00EB5FFF,17633,17633,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_19_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EB6000,0x00EB77FF,17634,17636,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_19_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EB6000,0x00EB65A3,17634,17634,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_19_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EB65A4,0x00EB65B3,17634,17634,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_19_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EB65B4,0x00EB6B57,17634,17635,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_19_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EB6B58,0x00EB6B67,17635,17635,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_19_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EB6B68,0x00EB710B,17635,17636,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_19_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EB710C,0x00EB711B,17636,17636,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_19_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EB711C,0x00EB76BF,17636,17636,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_19_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EB76C0,0x00EB76CF,17636,17636,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_19_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EB76D0,0x00EB7797,17636,17636,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_19_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EB7798,0x00EB77FF,17636,17636,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_20_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EB7800,0x00EB8FFF,17637,17639,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_20_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EB7800,0x00EB7DA3,17637,17637,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_20_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EB7DA4,0x00EB7DB3,17637,17637,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_20_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EB7DB4,0x00EB8357,17637,17638,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_20_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EB8358,0x00EB8367,17638,17638,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_20_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EB8368,0x00EB890B,17638,17639,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
